"phecode","description","groupnum","group","color"
"287.4","Qualitative platelet defects","4","hematologic","darkorange1"
"288","Diseases of white blood cells","4","hematologic","darkorange1"
"288.1","Decreased white blood cell count","4","hematologic","darkorange1"
"288.11","Neutropenia","4","hematologic","darkorange1"
"288.111","Drug-induced neutropenia","4","hematologic","darkorange1"
"288.112","Other neutropenia","4","hematologic","darkorange1"
"288.113","Neutropenia, unspecified","4","hematologic","darkorange1"
"288.114","Cyclic neutropenia","4","hematologic","darkorange1"
"288.115","Congenital neutropenia","4","hematologic","darkorange1"
"288.116","Neutropenia due to infection","4","hematologic","darkorange1"
"288.2","Elevated white blood cell count","4","hematologic","darkorange1"
"288.3","Eosinophilia","4","hematologic","darkorange1"
"289","Other diseases of blood and blood-forming organs","4","hematologic","darkorange1"
"289.3","Personal history of diseases of blood and blood-forming organs","4","hematologic","darkorange1"
"289.4","Lymphadenitis","4","hematologic","darkorange1"
"289.5","Diseases of spleen","4","hematologic","darkorange1"
"289.8","Polycythemia, secondary","4","hematologic","darkorange1"
"289.9","Abnormality of red blood cells","4","hematologic","darkorange1"
"290","Delirium dementia and amnestic and other cognitive disorders","5","mental disorders","magenta"
"290.1","Dementias","5","mental disorders","magenta"
"290.2","Delirium due to conditions classified elsewhere","5","mental disorders","magenta"
"290.3","Other persistent mental disorders due to conditions classified elsewhere","5","mental disorders","magenta"
"291","Other specified nonpsychotic and/or transient mental disorders","5","mental disorders","magenta"
"291.1","Transient mental disorders due to conditions classified elsewhere","5","mental disorders","magenta"
"291.4","Specific nonpsychotic mental disorders due to brain damage","5","mental disorders","magenta"
"291.8","Alteration of consciousness","5","mental disorders","magenta"
"292","Neurological disorders","6","neurological","darkblue"
"292.1","Aphasia/speech disturbance","6","neurological","darkblue"
"292.11","Aphasia","6","neurological","darkblue"
"292.12","Symbolic dysfunction","6","neurological","darkblue"
"292.2","Mild cognitive impairment","6","neurological","darkblue"
"292.3","Memory loss","6","neurological","darkblue"
"292.4","Altered mental status","6","neurological","darkblue"
"292.5","Transient alteration of awareness","6","neurological","darkblue"
"292.6","Hallucinations","5","mental disorders","magenta"
"293","Symptoms involving head and neck","18","symptoms","purple"
"293.1","Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]","18","symptoms","purple"
"295","Schizophrenia and other psychotic disorders","5","mental disorders","magenta"
"295.1","Schizophrenia","5","mental disorders","magenta"
"295.2","Paranoid disorders","5","mental disorders","magenta"
"295.3","Psychosis","5","mental disorders","magenta"
"296","Mood disorders","5","mental disorders","magenta"
"296.1","Bipolar","5","mental disorders","magenta"
"296.2","Depression","5","mental disorders","magenta"
"296.22","Major depressive disorder","5","mental disorders","magenta"
"297","Suicidal ideation or attempt","5","mental disorders","magenta"
"297.1","Suicidal ideation","5","mental disorders","magenta"
"297.2","Suicide or self-inflicted injury","5","mental disorders","magenta"
"300","Anxiety disorders","5","mental disorders","magenta"
"300.1","Anxiety disorder","5","mental disorders","magenta"
"300.11","Generalized anxiety disorder","5","mental disorders","magenta"
"300.12","Agorophobia, social phobia, and panic disorder","5","mental disorders","magenta"
"300.13","Phobia","5","mental disorders","magenta"
"300.3","Obsessive-compulsive disorders","5","mental disorders","magenta"
"300.4","Dysthymic disorder","5","mental disorders","magenta"
"300.8","Acute reaction to stress","5","mental disorders","magenta"
"300.9","Posttraumatic stress disorder","5","mental disorders","magenta"
"301","Personality disorders","5","mental disorders","magenta"
"301.1","Schizoid personality disorder","5","mental disorders","magenta"
"301.2","Antisocial/borderline personality disorder","5","mental disorders","magenta"
"302","Sexual and gender identity disorders","5","mental disorders","magenta"
"303","Psychogenic and somatoform disorders","5","mental disorders","magenta"
"303.1","Dissociative disorder","5","mental disorders","magenta"
"303.3","Psychogenic disorder","5","mental disorders","magenta"
"303.31","Gastrointestinal malfunction arising from mental factors","5","mental disorders","magenta"
"303.4","Somatoform disorder","5","mental disorders","magenta"
"304","Adjustment reaction","5","mental disorders","magenta"
"305","Eating disorder","5","mental disorders","magenta"
"305.1","Anorexia nervosa","5","mental disorders","magenta"
"305.2","Bulimia nervosa","5","mental disorders","magenta"
"306","Other mental disorder","5","mental disorders","magenta"
"306.1","Mental disorders durring/after pregnancy","5","mental disorders","magenta"
"306.9","Tension headache","5","mental disorders","magenta"
"312","Conduct disorders","5","mental disorders","magenta"
"312.1","Oppositional defiant disorder","5","mental disorders","magenta"
"312.3","Impulse control disorder","5","mental disorders","magenta"
"313","Pervasive developmental disorders","6","neurological","darkblue"
"313.1","Attention deficit hyperactivity disorder","6","neurological","darkblue"
"313.2","Tics and stuttering","6","neurological","darkblue"
"313.3","Autism","6","neurological","darkblue"
"315","Develomental delays and disorders","6","neurological","darkblue"
"315.1","Learning disorder","6","neurological","darkblue"
"315.11","Reading disorder","6","neurological","darkblue"
"315.12","Math disorder","6","neurological","darkblue"
"315.13","Other learning disorder","6","neurological","darkblue"
"315.2","Speech and language disorder","6","neurological","darkblue"
"315.21","Expressive language disorder","6","neurological","darkblue"
"315.22","Mixed receptive-expressive language disorder","6","neurological","darkblue"
"315.23","Fluency disorder","6","neurological","darkblue"
"315.24","Other speech and language disorder","6","neurological","darkblue"
"315.3","Intellectual disability","6","neurological","darkblue"
"315.31","Mild and moderate intellectual disability","6","neurological","darkblue"
"315.32","Severe and profound intellectual disability","6","neurological","darkblue"
"315.33","Unspecified intellectual disability","6","neurological","darkblue"
"315.4","Developmental coordination disorder","6","neurological","darkblue"
"316","Substance addiction and disorders","6","neurological","darkblue"
"316.1","Polyneuropathy due to drugs","6","neurological","darkblue"
"317","Alcohol-related disorders","5","mental disorders","magenta"
"317.1","Alcoholism","5","mental disorders","magenta"
"318","Tobacco use disorder","5","mental disorders","magenta"
"320","Meningitis","1","infections","blue"
"320.1","Bacterial meningitis","1","infections","blue"
"320.2","Viral meningitis","1","infections","blue"
"320.3","Fungal meningitis","1","infections","blue"
"320.4","Meningitis NOS","1","infections","blue"
"323","Encephalitis","1","infections","blue"
"323.2","Acute (transverse) myelitis","1","infections","blue"
"323.8","Encephalitis, non-infectious","17","immunologic & inflammatory disorders","deepskyblue"
"324","Other CNS infection and poliomyelitis","1","infections","blue"
"325","Phlebitis and thrombophlebitis of intracranial venous sinuses","6","neurological","darkblue"
"327","Sleep disorders","6","neurological","darkblue"
"327.1","Hypersomnia","6","neurological","darkblue"
"327.3","Sleep apnea","6","neurological","darkblue"
"327.31","Central/nonobstroctive sleep apnea","6","neurological","darkblue"
"327.311","Idiopathic sleep related non-obstructive alveolar hypoventilation","6","neurological","darkblue"
"327.312","Central sleep apnea in conditions classified elsewhere","6","neurological","darkblue"
"327.313","Primary central sleep apnea","6","neurological","darkblue"
"327.314","Sleep-related hypoventilation/hypoxemia in conditions classifiable elsewhere","6","neurological","darkblue"
"327.315","Congenital central alveolar hypoventilation syndrome","6","neurological","darkblue"
"327.316","High altitude periodic breathing","6","neurological","darkblue"
"327.32","Obstructive sleep apnea","9","respiratory","coral4"
"327.4","Insomnia","6","neurological","darkblue"
"327.41","Organic or persistent insomnia","6","neurological","darkblue"
"327.5","Parasomnia","6","neurological","darkblue"
"327.6","Circadian rhythm sleep disorder","6","neurological","darkblue"
"327.7","Sleep related movement disorders","6","neurological","darkblue"
"327.71","Restless legs syndrome","6","neurological","darkblue"
"331","Other cerebral degenerations","6","neurological","darkblue"
"331.1","Hydrocephalus","6","neurological","darkblue"
"331.9","Cerebral degeneration, unspecified","6","neurological","darkblue"
"332","Parkinson's disease","6","neurological","darkblue"
"333","Extrapyramidal disease and abnormal movement disorders","6","neurological","darkblue"
"333.1","Essential tremor","6","neurological","darkblue"
"333.2","Myoclonus","6","neurological","darkblue"
"333.3","Tics and choreas","6","neurological","darkblue"
"333.4","Torsion dystonia","6","neurological","darkblue"
"333.8","Other degenerative diseases of the basal ganglia","6","neurological","darkblue"
"334","Degenerative disease of the spinal cord","6","neurological","darkblue"
"334.1","Spinocerebellar disease","6","neurological","darkblue"
"334.2","Anterior horn cell disease","6","neurological","darkblue"
"335","Multiple sclerosis","6","neurological","darkblue"
"337","Disorders of the autonomic nervous system","6","neurological","darkblue"
"337.1","Peripheral autonomic neuropathy","6","neurological","darkblue"
"338","Pain","6","neurological","darkblue"
"338.1","Acute pain","6","neurological","darkblue"
"338.2","Chronic pain","6","neurological","darkblue"
"339","Other headache syndromes","6","neurological","darkblue"
"340","Migraine","6","neurological","darkblue"
"340.1","Migrain with aura","6","neurological","darkblue"
"341","Other demyelinating diseases of central nervous system","6","neurological","darkblue"
"342","Hemiplegia","6","neurological","darkblue"
"343","Infantile cerebral palsy","6","neurological","darkblue"
"343.1","Congenital diplegia","6","neurological","darkblue"
"343.2","Congenital and infantile hemiplegia","6","neurological","darkblue"
"343.3","Congenital quadriplegia","6","neurological","darkblue"
"343.4","Congenital monoplegia","6","neurological","darkblue"
"343.5","Other specified and unspecified cerebral palsy","6","neurological","darkblue"
"344","Other paralytic syndromes","6","neurological","darkblue"
"345","Epilepsy, recurrent seizures, convulsions","6","neurological","darkblue"
"345.1","Epilepsy","6","neurological","darkblue"
"345.11","Generalized convulsive and nonconvulsive epilepsy","6","neurological","darkblue"
"345.111","Generalized convulsive epilepsy, with intractable epilepsy","6","neurological","darkblue"
"345.112","Generalized convulsive epilepsy, without mention of intractable epilepsy","6","neurological","darkblue"
"345.113","Generalized nonconvulsive epilepsy, without mention of intractable epilepsy","6","neurological","darkblue"
"345.114","Infantile spasms","6","neurological","darkblue"
"345.115","Generalized nonconvulsive epilepsy, with intractable epilepsy","6","neurological","darkblue"
"345.12","Partial epilepsy","6","neurological","darkblue"
"345.121","Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy","6","neurological","darkblue"
"345.122","Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy","6","neurological","darkblue"
"345.123","Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy","6","neurological","darkblue"
"345.124","Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy","6","neurological","darkblue"
"345.125","Epilepsia partialis continua, with intractable epilepsy","6","neurological","darkblue"
"345.126","Epilepsia partialis continua, without mention of intractable epilepsy","6","neurological","darkblue"
"345.127","Other forms of epilepsy and recurrent seizures, with intractable epilepsy","6","neurological","darkblue"
"345.128","Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy","6","neurological","darkblue"
"345.13","Lennox-Gastaut syndrome","6","neurological","darkblue"
"345.14","Absence epileptic syndrome","6","neurological","darkblue"
"345.15","Juvenile myoclonic epilepsy","6","neurological","darkblue"
"345.3","Convulsions","6","neurological","darkblue"
"345.31","Febrile convulsions","6","neurological","darkblue"
"345.32","Other convulsions","6","neurological","darkblue"
"346","Abnormal findings on study of brain and/or nervous system","6","neurological","darkblue"
"346.1","Nonspecific abnormal findings on radiological and other examination of skull and head","6","neurological","darkblue"
"346.2","Nonspecific abnormal results of function study of brain and central nervous system","6","neurological","darkblue"
"346.3","Nonspecific abnormal findings in cerebrospinal fluid","6","neurological","darkblue"
"347","Cataplexy and narcolepsy","6","neurological","darkblue"
"348","Other conditions of brain","6","neurological","darkblue"
"348.2","Cerebral edema and compression of brain","6","neurological","darkblue"
"348.4","Cerebral cysts","6","neurological","darkblue"
"348.7","Coma","6","neurological","darkblue"
"348.8","Encephalopathy, not elsewhere classified","6","neurological","darkblue"
"348.9","Other conditions of brain, NOS","6","neurological","darkblue"
"349","Other and unspecified disorders of the nervous system","6","neurological","darkblue"
"350","Abnormal movement","6","neurological","darkblue"
"350.1","Abnormal involuntary movements","6","neurological","darkblue"
"350.2","Abnormality of gait","6","neurological","darkblue"
"350.3","Lack of coordination","6","neurological","darkblue"
"350.5","Abnormal reflex","6","neurological","darkblue"
"350.6","Disturbances of sensation of smell and taste","6","neurological","darkblue"
"351","Other peripheral nerve disorders","6","neurological","darkblue"
"352","Disorders of other cranial nerves","6","neurological","darkblue"
"352.1","Trigeminal nerve disorders [CN5]","6","neurological","darkblue"
"352.2","Facial nerve disorders [CN7]","6","neurological","darkblue"
"353","Nerve root and plexus disorders","6","neurological","darkblue"
"353.1","Nerve plexus lesions","6","neurological","darkblue"
"353.2","Nerve root lesions","6","neurological","darkblue"
"355","Complex regional/central pain syndrome","6","neurological","darkblue"
"355.1","Chronic pain syndrome","6","neurological","darkblue"
"356","Hereditary and idiopathic peripheral neuropathy","6","neurological","darkblue"
"357","Inflammatory and toxic neuropathy","6","neurological","darkblue"
"358","Myoneural disorders","6","neurological","darkblue"
"358.1","Myasthenia gravis","6","neurological","darkblue"
"359","Muscular dystrophies and other myopathies","6","neurological","darkblue"
"359.1","Muscular dystrophies","6","neurological","darkblue"
"359.2","Myopathy","6","neurological","darkblue"
"360","Disorders of the globe","7","sense organs","darkseagreen4"
"360.2","Progressive myopia","7","sense organs","darkseagreen4"
"360.3","Hypotony of eye","7","sense organs","darkseagreen4"
"361","Retinal detachments and defects","7","sense organs","darkseagreen4"
"361.1","Retinal detachment with retinal defect","7","sense organs","darkseagreen4"
"361.2","Retinoschisis and retinal cysts","7","sense organs","darkseagreen4"
"362","Other retinal disorders","7","sense organs","darkseagreen4"
"362.1","Retinopathy of prematurity","7","sense organs","darkseagreen4"
"362.11","Retinopathy of prematurity, unspecified","7","sense organs","darkseagreen4"
"362.12","Retrolental fibroplasia","7","sense organs","darkseagreen4"
"362.13","Retinopathy of prematurity stage 0","7","sense organs","darkseagreen4"
"362.14","Retinopathy of prematurity stage 1","7","sense organs","darkseagreen4"
"362.15","Retinopathy of prematurity stage 2","7","sense organs","darkseagreen4"
"362.16","Retinopathy of prematurity stage 3-5","7","sense organs","darkseagreen4"
"362.2","Degeneration of macula and posterior pole of retina","7","sense organs","darkseagreen4"
"362.23","Cystoid macular degeneration of retina","7","sense organs","darkseagreen4"
"362.26","Macular puckering of retina","7","sense organs","darkseagreen4"
"362.3","Other nondiabetic retinopathy","7","sense organs","darkseagreen4"
"362.4","Retinal vascular changes and abnomalities","7","sense organs","darkseagreen4"
"362.6","Peripheral retinal degenerations","7","sense organs","darkseagreen4"
"362.7","Hereditary retinal dystrophies","7","sense organs","darkseagreen4"
"362.8","Retinal hemorrhage/ischemia","7","sense organs","darkseagreen4"
"362.9","Retinal edema","7","sense organs","darkseagreen4"
"363","Chorioretinal inflammations, scars, and other disorders of choroid","7","sense organs","darkseagreen4"
"363.3","Chorioretinal scars","7","sense organs","darkseagreen4"
"364","Corneal opacity and other disorders of cornea","7","sense organs","darkseagreen4"
"364.1","Corneal opacity","7","sense organs","darkseagreen4"
"364.2","Corneal edema","7","sense organs","darkseagreen4"
"364.4","Corneal degenerations","7","sense organs","darkseagreen4"
"364.41","Keratoconus","7","sense organs","darkseagreen4"
"364.5","Corneal dystrophy","7","sense organs","darkseagreen4"
"364.9","Cornea replaced by transplant","7","sense organs","darkseagreen4"
"365","Glaucoma","7","sense organs","darkseagreen4"
"365.1","Open-angle glaucoma","7","sense organs","darkseagreen4"
"365.11","Primary open angle glaucoma","7","sense organs","darkseagreen4"
"365.2","Primary angle-closure glaucoma","7","sense organs","darkseagreen4"
"366","Cataract","7","sense organs","darkseagreen4"
"366.1","Nonsenile Cataract","7","sense organs","darkseagreen4"
"366.2","Senile cataract","7","sense organs","darkseagreen4"
"366.3","Traumatic cataract","7","sense organs","darkseagreen4"
"367","Disorders of refraction and accommodation; blindness and low vision","7","sense organs","darkseagreen4"
"367.1","Myopia","7","sense organs","darkseagreen4"
"367.2","Astigmatism","7","sense organs","darkseagreen4"
"367.4","Presbyopia","7","sense organs","darkseagreen4"
"367.8","Hypermetropia","7","sense organs","darkseagreen4"
"367.9","Blindness and low vision","7","sense organs","darkseagreen4"
"368","Visual disturbances","7","sense organs","darkseagreen4"
"368.1","Amblyopia","7","sense organs","darkseagreen4"
"368.11","Amblyopia, unspecified","7","sense organs","darkseagreen4"
"368.12","Strabismic amblyopia","7","sense organs","darkseagreen4"
"368.13","Deprivation amblyopia","7","sense organs","darkseagreen4"
"368.14","Refractive amblyopia","7","sense organs","darkseagreen4"
"368.2","Diplopia and disorders of binocular vision","7","sense organs","darkseagreen4"
"368.3","Anisometropia","7","sense organs","darkseagreen4"
"368.4","Visual field defects","7","sense organs","darkseagreen4"
"368.5","Color vision deficiencies","7","sense organs","darkseagreen4"
"368.9","Subjective visual disturbances","7","sense organs","darkseagreen4"
"368.91","Psychophysical visual disturbances","5","mental disorders","magenta"
"369","Infection of the eye","7","sense organs","darkseagreen4"
"369.1","Orbital cellulitis","7","sense organs","darkseagreen4"
"369.2","Eye infection, viral","7","sense organs","darkseagreen4"
"369.5","Conjunctivitis, infectious","7","sense organs","darkseagreen4"
"370","Keratitis","7","sense organs","darkseagreen4"
"370.1","Corneal ulcer","7","sense organs","darkseagreen4"
"370.2","Superficial keratitis","7","sense organs","darkseagreen4"
"370.3","Keratoconjunctivitis","7","sense organs","darkseagreen4"
"370.31","Keratoconjunctivitis sicca","7","sense organs","darkseagreen4"
"371","Inflammation of the eye","7","sense organs","darkseagreen4"
"371.1","Uveitis, noninfectious or NOS","7","sense organs","darkseagreen4"
"371.2","Conjunctivitis, noninfectious","7","sense organs","darkseagreen4"
"371.21","Allergic conjunctivitis","17","immunologic & inflammatory disorders","deepskyblue"
"371.3","Inflammation of eyelids","17","immunologic & inflammatory disorders","deepskyblue"
"371.33","Noninfectious dermatoses of eyelid","13","dermatologic","firebrick"
"371.9","Chronic inflammatory disorders of orbit","17","immunologic & inflammatory disorders","deepskyblue"
"372","Disorders of conjunctiva","7","sense organs","darkseagreen4"
"374","Other disorders of eyelids","13","dermatologic","firebrick"
"374.1","Ectropion or entropion","7","sense organs","darkseagreen4"
"374.2","Lagophthalmos","6","neurological","darkblue"
"374.3","Ptosis of eyelid","6","neurological","darkblue"
"375","Disorders of lacrimal system","7","sense organs","darkseagreen4"
"375.1","Dry eyes","7","sense organs","darkseagreen4"
"375.2","Epiphora","7","sense organs","darkseagreen4"
"375.3","Nasolacrimal duct stenosis and obstruction","7","sense organs","darkseagreen4"
"376","Disorders of the orbit","7","sense organs","darkseagreen4"
"377","Disorders of optic nerve and visual pathways","7","sense organs","darkseagreen4"
"377.1","Optic atrophy","7","sense organs","darkseagreen4"
"377.2","Cortical blindness","6","neurological","darkblue"
"377.3","Optic neuritis/neuropathy","6","neurological","darkblue"
"378","Strabismus and other disorders of binocular eye movements","7","sense organs","darkseagreen4"
"378.1","Strabismus (not specified as paralytic)","7","sense organs","darkseagreen4"
"378.11","Esotropia","7","sense organs","darkseagreen4"
"378.12","Exotropia","7","sense organs","darkseagreen4"
"378.13","Other strabismus","7","sense organs","darkseagreen4"
"378.2","Nystagmus and other irregular eye movements","7","sense organs","darkseagreen4"
"378.5","Paralytic strabismus","7","sense organs","darkseagreen4"
"379","Other disorders of eye","7","sense organs","darkseagreen4"
"379.1","Scleritis and episcleritis","7","sense organs","darkseagreen4"
"379.2","Disorders of vitreous body","7","sense organs","darkseagreen4"
"379.3","Aphakia and other disorders of lens","7","sense organs","darkseagreen4"
"379.4","Anomalies of pupillary function","7","sense organs","darkseagreen4"
"379.5","Disorders of iris and ciliary body","7","sense organs","darkseagreen4"
"379.51","Pigmentary iris degeneration","7","sense organs","darkseagreen4"
"379.9","Pain, swelling or discharge of eye","7","sense organs","darkseagreen4"
"380","Disorders of external ear","7","sense organs","darkseagreen4"
"380.1","Otitis externa","1","infections","blue"
"380.4","Impacted cerumen","7","sense organs","darkseagreen4"
"381","Otitis media and Eustachian tube disorders","7","sense organs","darkseagreen4"
"381.1","Otitis media","1","infections","blue"
"381.11","Suppurative and unspecified otitis media","1","infections","blue"
"381.2","Eustachian tube disorders","7","sense organs","darkseagreen4"
"381.3","Mastoiditis & related conditions","1","infections","blue"
"381.9","Otorrhea","7","sense organs","darkseagreen4"
"382","Otalgia","7","sense organs","darkseagreen4"
"383","Otosclerosis","7","sense organs","darkseagreen4"
"384","Other disorders of tympanic membrane","7","sense organs","darkseagreen4"
"384.1","Myringitis","7","sense organs","darkseagreen4"
"384.4","Perforation of tympanic membrane","7","sense organs","darkseagreen4"
"385","Other disorders of middle ear and mastoid","7","sense organs","darkseagreen4"
"385.3","Cholesteatoma","7","sense organs","darkseagreen4"
"385.5","Tympanosclerosis and middle ear disease related to otitis media","7","sense organs","darkseagreen4"
"386","Vertiginous syndromes and other disorders of vestibular system","7","sense organs","darkseagreen4"
"386.1","Meniere's disease","7","sense organs","darkseagreen4"
"386.2","Peripheral or central vertigo","7","sense organs","darkseagreen4"
"386.21","Central origin vertigo","7","sense organs","darkseagreen4"
"386.3","Labyrinthitis","7","sense organs","darkseagreen4"
"386.9","Dizziness and giddiness (Light-headedness and vertigo)","7","sense organs","darkseagreen4"
"388","Other disorders of ear","7","sense organs","darkseagreen4"
"389","Hearing loss","7","sense organs","darkseagreen4"
"389.1","Sensorineural hearing loss","6","neurological","darkblue"
"389.2","Conductive hearing loss","7","sense organs","darkseagreen4"
"389.3","Degenerative and vascular disorders of ear","7","sense organs","darkseagreen4"
"389.4","Tinnitus","7","sense organs","darkseagreen4"
"389.5","Disorders of acoustic nerve","6","neurological","darkblue"
"394","Rheumatic disease of the heart valves","8","circulatory system","red"
"394.1","Mitral valve stenosis and aortic valve stenosis","8","circulatory system","red"
"394.2","Mitral valve disease","8","circulatory system","red"
"394.3","Aortic valve disease","8","circulatory system","red"
"394.4","Acute rheumatic heart disease","8","circulatory system","red"
"394.7","Disease of tricuspid valve","8","circulatory system","red"
"395","Heart valve disorders","8","circulatory system","red"
"395.1","Nonrheumatic mitral valve disorders","8","circulatory system","red"
"395.2","Nonrheumatic aortic valve disorders","8","circulatory system","red"
"395.3","Nonrheumatic tricuspid valve disorders","8","circulatory system","red"
"395.4","Nonrheumatic pulmonary valve disorders","8","circulatory system","red"
"395.6","Heart valve replaced","8","circulatory system","red"
"396","Abnormal heart sounds","8","circulatory system","red"
"401","Hypertension","8","circulatory system","red"
"401.1","Essential hypertension","8","circulatory system","red"
"401.2","Hypertensive heart and/or renal disease","8","circulatory system","red"
"401.21","Hypertensive heart disease","8","circulatory system","red"
"401.22","Hypertensive chronic kidney disease","16","renal/kidney","lightpink"
"401.3","Other hypertensive complications","8","circulatory system","red"
"402","Elevated blood pressure reading without diagnosis of hypertension","8","circulatory system","red"
"411","Ischemic Heart Disease","8","circulatory system","red"
"411.2","Myocardial infarction","8","circulatory system","red"
"411.3","Angina pectoris","8","circulatory system","red"
"411.4","Coronary atherosclerosis","8","circulatory system","red"
"411.41","Aneurysm and dissection of heart","8","circulatory system","red"
"411.8","Other chronic ischemic heart disease, unspecified","8","circulatory system","red"
"414","Other forms of chronic heart disease","8","circulatory system","red"
"414.2","ASCVD","8","circulatory system","red"
"415","Pulmonary heart disease","8","circulatory system","red"
"415.1","Acute pulmonary heart disease","8","circulatory system","red"
"415.11","Pulmonary embolism and infarction, acute","8","circulatory system","red"
"415.2","Chronic pulmonary heart disease","8","circulatory system","red"
"415.21","Primary pulmonary hypertension","8","circulatory system","red"
"416","Cardiomegaly","8","circulatory system","red"
"418","Nonspecific chest pain","8","circulatory system","red"
"418.1","Precordial pain","8","circulatory system","red"
"420","Carditis","8","circulatory system","red"
"420.1","Myocarditis","8","circulatory system","red"
"420.2","Pericarditis","8","circulatory system","red"
"420.3","Endocarditis","8","circulatory system","red"
"425","Cardiomyopathy","8","circulatory system","red"
"425.1","Primary/intrinsic cardiomyopathies","8","circulatory system","red"
"425.11","Hypertrophic obstructive cardiomyopathy","8","circulatory system","red"
"425.12","Other hypertrophic cardiomyopathy","8","circulatory system","red"
"425.2","Secondary/extrinsic cardiomyopathies","8","circulatory system","red"
"426","Cardiac conduction disorders","8","circulatory system","red"
"426.2","Atrioventricular [AV] block","8","circulatory system","red"
"426.21","First degree AV block","8","circulatory system","red"
"426.22","Mobitz II AV block","8","circulatory system","red"
"426.23","Second degree AV block","8","circulatory system","red"
"426.24","Atrioventricular block, complete","8","circulatory system","red"
"426.25","Other heart block","8","circulatory system","red"
"426.3","Bundle branch block","8","circulatory system","red"
"426.31","Right bundle branch block","8","circulatory system","red"
"426.32","Left bundle branch block","8","circulatory system","red"
"426.4","Anomalous atrioventricular excitation","8","circulatory system","red"
"426.7","Abnormal electrocardiogram [ECG] [EKG]","8","circulatory system","red"
"426.8","Other cardiac conduction disorders","8","circulatory system","red"
"426.9","Cardiac pacemaker/device in situ","8","circulatory system","red"
"426.91","Cardiac pacemaker in situ","8","circulatory system","red"
"426.92","Cardiac defibrillator in situ","8","circulatory system","red"
"427","Cardiac dysrhythmias","8","circulatory system","red"
"427.1","Paroxysmal tachycardia, unspecified","8","circulatory system","red"
"427.11","Paroxysmal supraventricular tachycardia","8","circulatory system","red"
"427.12","Paroxysmal ventricular tachycardia","8","circulatory system","red"
"427.2","Atrial fibrillation and flutter","8","circulatory system","red"
"427.21","Atrial fibrillation","8","circulatory system","red"
"427.22","Atrial flutter","8","circulatory system","red"
"427.3","Other specified cardiac dysrhythmias","8","circulatory system","red"
"427.4","Cardiac arrest and ventricular fibrillation","8","circulatory system","red"
"427.41","Ventricular fibrillation and flutter","8","circulatory system","red"
"427.42","Cardiac arrest","8","circulatory system","red"
"427.5","Arrhythmia (cardiac) NOS","8","circulatory system","red"
"427.6","Premature beats","8","circulatory system","red"
"427.61","Supraventricular premature beats","8","circulatory system","red"
"427.7","Tachycardia NOS","8","circulatory system","red"
"427.8","Sinoatrial node dysfunction (Bradycardia)","8","circulatory system","red"
"427.9","Palpitations","8","circulatory system","red"
"428","Congestive heart failure; nonhypertensive","8","circulatory system","red"
"428.1","Congestive heart failure (CHF) NOS","8","circulatory system","red"
"428.2","Heart failure NOS","8","circulatory system","red"
"428.3","Heart failure with reduced EF [Systolic or combined heart failure]","8","circulatory system","red"
"428.4","Heart failure with preserved EF [Diastolic heart failure]","8","circulatory system","red"
"429","Ill-defined descriptions and complications of heart disease","8","circulatory system","red"
"429.1","Heart transplant/surgery","8","circulatory system","red"
"429.2","Abnormal function study of cardiovascular system","8","circulatory system","red"
"429.3","Symptoms involving cardiovascular system","8","circulatory system","red"
"429.9","Cardiac complications, not elsewhere classified","8","circulatory system","red"
"430","Intracranial hemorrhage","8","circulatory system","red"
"430.1","Subarachnoid hemorrhage","8","circulatory system","red"
"430.2","Intracerebral hemorrhage","8","circulatory system","red"
"430.3","Subdural hemorrhage","8","circulatory system","red"
"433","Cerebrovascular disease","8","circulatory system","red"
"433.1","Occlusion and stenosis of precerebral arteries","8","circulatory system","red"
"433.11","Occlusion of cerebral arteries, with cerebral infarction","8","circulatory system","red"
"433.2","Occlusion of cerebral arteries","8","circulatory system","red"
"433.21","Cerebral artery occlusion, with cerebral infarction","8","circulatory system","red"
"433.3","Cerebral ischemia","8","circulatory system","red"
"433.31","Transient cerebral ischemia","8","circulatory system","red"
"433.32","Moyamoya disease","8","circulatory system","red"
"433.5","Cerebral aneurysm","8","circulatory system","red"
"433.6","Acute, but ill-defined cerebrovascular disease","8","circulatory system","red"
"433.8","Late effects of cerebrovascular disease","8","circulatory system","red"
"440","Atherosclerosis","8","circulatory system","red"
"440.1","Atherosclerosis of renal artery","8","circulatory system","red"
"440.2","Atherosclerosis of the extremities","8","circulatory system","red"
"441","Vascular insufficiency of intestine","8","circulatory system","red"
"441.1","Acute vascular insufficiency of intestine","8","circulatory system","red"
"441.2","Chronic vascular insufficiency of intestine","8","circulatory system","red"
"442","Other aneurysm","8","circulatory system","red"
"442.1","Aortic aneurysm","8","circulatory system","red"
"442.4","Arterial dissection","8","circulatory system","red"
"442.8","Aneurysm of other specified artery","8","circulatory system","red"
"443","Peripheral vascular disease","8","circulatory system","red"
